,unique_mos_id,shield_no,complaint_id,mos_ethnicity,mos_gender,mos_age_incident,complainant_ethnicity,complainant_gender,complainant_age_incident,fado_type,allegation,precinct,contact_reason,Substantiated
0,10004,8409,42835,Hispanic,M,32,Black,Female,38,Abuse of Authority,Failure to provide RTKA card,78,Report-domestic dispute,True
1,10007,5952,24601,White,M,24,Black,Male,26,Discourtesy,Action,67,Moving violation,True
2,10007,5952,24601,White,M,24,Black,Male,26,Offensive Language,Race,67,Moving violation,True
3,10007,5952,26146,White,M,25,Black,Male,45,Abuse of Authority,Question,67,PD suspected C/V of violation/crime - street,True
4,10009,24058,40253,Hispanic,F,39,,,16,Force,Physical force,67,Report-dispute,True
5,10012,4021,37256,Black,F,50,White,Male,31,Abuse of Authority,Refusal to process civilian complaint,78,C/V telephoned PCT,True
6,10014,4143,33969,White,M,43,White,Male,34,Offensive Language,Sexual orientation,78,PD suspected C/V of violation/crime - street,True
7,10017,15187,40070,Asian,M,34,Asian,Male,60,Discourtesy,Word,78,Moving violation,False
8,10017,15187,41927,Asian,M,35,Asian,Male,39,Abuse of Authority,Refusal to provide shield number,78,Moving violation,False
9,10017,15187,41927,Asian,M,35,Asian,Male,39,Abuse of Authority,Retaliatory summons,78,Moving violation,True
10,10018,4518,36984,White,M,35,Refused,Male,30,Abuse of Authority,Refusal to provide name/shield number,78,Other,True
11,10018,4518,36984,White,M,35,Refused,Male,30,Offensive Language,Sexual orientation,78,Other,False
12,10026,3185,35092,White,M,30,Black,Male,30,Abuse of Authority,Search (of person),79,Moving violation,False
13,10026,3185,26353,White,M,27,Black,Male,35,Force,Pepper spray,79,PD suspected C/V of violation/crime - street,False
14,10026,3185,27482,White,M,27,Black,Female,42,Force,Physical force,79,Regulatory inspection,False
15,10026,3185,27482,White,M,27,Black,Female,42,Offensive Language,Race,79,Regulatory inspection,False
16,10026,3185,27482,White,M,27,Black,Male,46,Force,Handcuffs too tight,79,Regulatory inspection,False
17,10026,3185,29270,White,M,28,Black,Male,34,Discourtesy,Word,79,PD suspected C/V of violation/crime - street,False
18,10026,3185,29270,White,M,28,Black,Female,30,Force,Physical force,79,PD suspected C/V of violation/crime - street,False
19,10026,3185,31069,White,M,29,Black,Male,23,Abuse of Authority,Frisk,79,Other,False
20,10026,3185,32450,White,M,29,Hispanic,Male,29,Abuse of Authority,Frisk,79,PD suspected C/V of violation/crime - street,True
21,10026,3185,32450,White,M,29,Hispanic,Male,29,Abuse of Authority,Question,79,PD suspected C/V of violation/crime - street,True
22,10026,3185,32450,White,M,29,Hispanic,Male,29,Abuse of Authority,Vehicle stop,79,PD suspected C/V of violation/crime - street,True
23,10026,3185,32450,White,M,29,Hispanic,Male,29,Abuse of Authority,Search (of person),79,PD suspected C/V of violation/crime - street,True
24,10026,3185,32450,White,M,29,Hispanic,Male,29,Abuse of Authority,Vehicle search,79,PD suspected C/V of violation/crime - street,True
25,10026,3185,32450,White,M,29,Hispanic,Male,29,Abuse of Authority,Refusal to provide name/shield number,79,PD suspected C/V of violation/crime - street,True
26,10026,3185,33608,White,M,30,Black,Male,35,Abuse of Authority,Vehicle stop,79,Moving violation,False
27,10026,3185,35092,White,M,30,Black,Male,30,Abuse of Authority,Vehicle stop,79,Moving violation,False
28,10026,3185,35092,White,M,30,Black,Male,30,Abuse of Authority,Vehicle search,79,Moving violation,False
29,10026,3185,35092,White,M,30,Black,Male,30,Abuse of Authority,Strip-searched,79,Moving violation,False
30,10026,3185,39110,White,M,32,Black,Female,29,Abuse of Authority,Refusal to provide name/shield number,67,Other violation of VTL,False
31,10026,3185,41125,White,M,33,Black,Male,28,Abuse of Authority,Threat of arrest,67,Moving violation,False
32,10026,3185,41125,White,M,33,Black,Male,28,Abuse of Authority,Search (of person),67,Moving violation,False
33,10026,3185,41125,White,M,33,Black,Male,28,Abuse of Authority,Vehicle stop,67,Moving violation,False
34,10026,3185,41125,White,M,33,Black,Male,28,Abuse of Authority,Frisk,67,Moving violation,True
35,10026,3185,41169,White,M,33,Black,Male,29,Abuse of Authority,Vehicle stop,67,Other violation of VTL,False
36,10026,3185,41178,White,M,33,Black,Male,60,Abuse of Authority,Vehicle stop,67,Moving violation,False
37,10026,3185,41178,White,M,33,Black,Male,60,Abuse of Authority,Failure to provide RTKA card,67,Moving violation,False
38,10028,833,21254,Black,M,29,Black,Male,22,Abuse of Authority,Threat of force (verbal or physical),79,Parking violation,True
39,10028,833,21254,Black,M,29,Black,Female,26,Abuse of Authority,Refusal to provide name/shield number,79,Parking violation,True
40,10028,833,21254,Black,M,29,Black,Male,22,Discourtesy,Word,79,Parking violation,True
41,10028,833,24891,Black,M,30,Black,Male,33,Abuse of Authority,Refusal to provide name/shield number,79,PD suspected C/V of violation/crime - street,False
42,10028,833,33510,Black,M,34,Black,Male,17,Abuse of Authority,Frisk,77,Other,True
43,10028,833,33510,Black,M,34,Black,Male,17,Abuse of Authority,Stop,77,Other,True
44,10028,833,35363,Black,M,33,Black,Male,30,Abuse of Authority,Vehicle stop,81,Moving violation,False
45,10028,833,35363,Black,M,33,Black,Male,22,Abuse of Authority,Search (of person),81,Moving violation,False
46,10028,833,35363,Black,M,33,Black,Male,22,Abuse of Authority,Frisk,81,Moving violation,False
47,10028,833,37921,Black,M,35,Black,Male,28,Abuse of Authority,Refusal to obtain medical treatment,79,PD suspected C/V of violation/crime - street,False
48,10028,833,37921,Black,M,35,Black,Male,28,Abuse of Authority,Stop,79,PD suspected C/V of violation/crime - street,False
49,10029,5076,21803,Black,F,24,Black,Female,15,Abuse of Authority,Frisk,73,PD suspected C/V of violation/crime - street,True
50,10039,4446,5149,Black,M,30,Hispanic,Male,22,Force,Hit against inanimate object,90,PD suspected C/V of violation/crime - street,False
51,10039,4446,5267,Black,M,30,Black,Male,50,Force,Physical force,79,Other,False
52,10039,4446,5267,Black,M,30,Black,Male,15,Force,Physical force,79,Other,False
53,10039,4446,5547,Black,M,30,Hispanic,Male,17,Force,Physical force,79,C/V telephoned PCT,False
54,10039,4446,5946,Black,M,31,Hispanic,Female,17,Discourtesy,Word,90,Other,False
55,10039,4446,14557,Black,M,36,Black,Female,23,Abuse of Authority,Refusal to provide name/shield number,73,Execution of search warrant,False
56,10039,4446,6150,Black,M,31,Black,Male,27,Abuse of Authority,Frisk and/or search,79,PD suspected C/V of violation/crime - bldg,False
57,10039,4446,6150,Black,M,31,Black,Male,27,Abuse of Authority,Other,79,PD suspected C/V of violation/crime - bldg,False
58,10039,4446,6150,Black,M,31,Black,Male,27,Abuse of Authority,Question and/or stop,79,PD suspected C/V of violation/crime - bldg,False
59,10039,4446,7402,Black,M,32,Black,Male,17,Abuse of Authority,Question and/or stop,79,,False
60,10039,4446,7402,Black,M,32,Black,Male,17,Abuse of Authority,Threat of arrest,79,,False
61,10039,4446,7402,Black,M,32,Black,Male,17,Abuse of Authority,Refusal to provide name/shield number,79,,True
62,10039,4446,7402,Black,M,32,Black,Male,17,Abuse of Authority,Frisk and/or search,79,,True
63,10039,4446,9702,Black,M,33,,Male,23,Force,Physical force,75,Other,False
64,10039,4446,12546,Black,M,35,Black,Male,15,Abuse of Authority,Search (of person),75,PD suspected C/V of violation/crime - street,False
65,10039,4446,12546,Black,M,35,Black,Male,15,Discourtesy,Word,75,PD suspected C/V of violation/crime - street,False
66,10039,4446,12546,Black,M,35,Black,Male,15,Abuse of Authority,Refusal to provide name/shield number,75,PD suspected C/V of violation/crime - street,False
67,10039,4446,12546,Black,M,35,Black,Male,15,Force,Physical force,75,PD suspected C/V of violation/crime - street,False
68,10039,4446,14557,Black,M,36,,,,Abuse of Authority,Premises entered and/or searched,73,Execution of search warrant,False
69,10039,4446,15830,Black,M,36,Hispanic,Male,23,Abuse of Authority,Threat of force (verbal or physical),120,PD suspected C/V of violation/crime - street,False
70,10039,4446,15830,Black,M,36,Hispanic,Male,23,Discourtesy,Word,120,PD suspected C/V of violation/crime - street,False
71,10039,4446,15830,Black,M,36,Hispanic,Male,23,Force,Physical force,120,PD suspected C/V of violation/crime - street,False
72,10039,4446,18085,Black,M,37,,,,Abuse of Authority,Gun Drawn,75,Other,False
73,10039,4446,18085,Black,M,37,Black,Male,24,Abuse of Authority,Threat of force (verbal or physical),75,Other,False
74,10039,4446,18085,Black,M,37,Black,Male,24,Discourtesy,Word,75,Other,False
75,10039,4446,18085,Black,M,37,,,,Abuse of Authority,Premises entered and/or searched,75,Other,True
76,10039,4446,19329,Black,M,38,Black,Male,22,Force,Physical force,75,PD suspected C/V of violation/crime - street,False
77,10039,4446,21479,Black,M,38,Black,Male,27,Discourtesy,Word,75,PD suspected C/V of violation/crime - street,False
78,10039,4446,21479,Black,M,38,Black,Male,27,Abuse of Authority,Threat of force (verbal or physical),75,PD suspected C/V of violation/crime - street,False
79,10039,4446,21479,Black,M,38,Black,Male,27,Offensive Language,Race,75,PD suspected C/V of violation/crime - street,False
80,10039,4446,21479,Black,M,38,Black,Male,27,Force,Physical force,75,PD suspected C/V of violation/crime - street,False
81,10039,4446,21823,Black,M,38,Hispanic,Male,,Discourtesy,Word,75,Execution of search warrant,False
82,10039,4446,21823,Black,M,38,Hispanic,Male,,Abuse of Authority,Threat of force (verbal or physical),75,Execution of search warrant,False
83,10039,4446,24393,Black,M,40,Black,Male,26,Force,Physical force,75,PD suspected C/V of violation/crime - bldg,False
84,10039,4446,24393,Black,M,40,Black,Male,26,Abuse of Authority,Stop,75,PD suspected C/V of violation/crime - bldg,True
85,10039,4446,27444,Black,M,41,Black,Male,28,Offensive Language,Race,75,Execution of search warrant,False
86,10039,4446,27952,Black,M,41,Hispanic,Male,29,Abuse of Authority,Threat of arrest,75,PD suspected C/V of violation/crime - bldg,True
87,10039,4446,27952,Black,M,41,Hispanic,Male,29,Abuse of Authority,Question,75,PD suspected C/V of violation/crime - bldg,True
88,10039,4446,28662,Black,M,41,Black,Female,43,Discourtesy,Word,75,Execution of arrest/bench warrant,False
89,10039,4446,36053,Black,M,45,Black,Male,37,Abuse of Authority,Threat of force (verbal or physical),79,Report-domestic dispute,False
90,10039,4446,36053,Black,M,45,Black,Male,37,Abuse of Authority,Threat of force (verbal or physical),79,Report-domestic dispute,False
91,1004,2162,33764,White,M,32,Hispanic,Male,34,Force,Nonlethal restraining device,10,PD suspected C/V of violation/crime - street,False
92,1004,2162,33764,White,M,32,Hispanic,Male,34,Abuse of Authority,Threat of arrest,10,PD suspected C/V of violation/crime - street,False
93,1004,2162,33833,White,M,32,Black,Male,30,Abuse of Authority,Threat of arrest,10,PD suspected C/V of violation/crime - street,False
94,1004,2162,33833,White,M,32,Black,Male,30,Abuse of Authority,Search (of person),10,PD suspected C/V of violation/crime - street,False
95,1004,2162,33764,White,M,32,Hispanic,Male,34,Force,Nonlethal restraining device,10,PD suspected C/V of violation/crime - street,False
96,1004,2162,33833,White,M,32,Black,Male,30,Abuse of Authority,Frisk,10,PD suspected C/V of violation/crime - street,True
97,10042,15,10247,White,M,24,Other Race,Male,23,Discourtesy,Word,25,Other,False
98,10042,15,10247,White,M,24,Other Race,Male,23,Abuse of Authority,Question and/or stop,25,Other,False
99,10042,15,10247,White,M,24,White,Male,29,Abuse of Authority,Retaliatory arrest,25,Other,False
100,10042,15,12847,White,M,26,Black,Male,39,Force,Physical force,25,PD suspected C/V of violation/crime - street,False
101,10042,15,16527,White,M,27,Hispanic,Male,25,Force,Physical force,25,Report-dispute,False
102,10042,15,23542,White,M,30,Hispanic,Female,43,Force,Physical force,110,PD suspected C/V of violation/crime - street,False
103,10042,15,23542,White,M,30,Hispanic,Male,15,Force,Physical force,110,PD suspected C/V of violation/crime - street,False
104,10042,15,23542,White,M,30,Hispanic,Female,43,Discourtesy,Word,110,PD suspected C/V of violation/crime - street,False
105,10042,15,25743,White,M,31,Hispanic,Male,19,Abuse of Authority,Frisk,110,PD suspected C/V of violation/crime - street,True
106,10042,15,25743,White,M,31,Hispanic,Male,19,Abuse of Authority,Search (of person),110,PD suspected C/V of violation/crime - street,False
107,10042,15,27043,White,M,32,Hispanic,Male,25,Abuse of Authority,Vehicle stop,110,PD suspected C/V of violation/crime - auto,False
108,10042,15,27043,White,M,32,Hispanic,Male,22,Abuse of Authority,Search (of person),110,PD suspected C/V of violation/crime - auto,False
109,10042,15,27043,White,M,32,Hispanic,Male,22,Abuse of Authority,Vehicle search,110,PD suspected C/V of violation/crime - auto,True
110,10042,15,27043,White,M,32,Hispanic,Male,22,Abuse of Authority,Frisk,110,PD suspected C/V of violation/crime - auto,True
111,10042,15,27043,White,M,32,Hispanic,Male,25,Abuse of Authority,Vehicle search,110,PD suspected C/V of violation/crime - auto,True
112,10042,15,27651,White,M,32,Hispanic,Male,25,Abuse of Authority,Frisk,110,Other,False
113,10042,15,27651,White,M,32,Hispanic,Male,25,Abuse of Authority,Search (of person),110,Other,False
114,10042,15,33550,White,M,34,White,Male,27,Abuse of Authority,Stop,83,PD suspected C/V of violation/crime - street,False
115,10042,15,33550,White,M,34,,,,Abuse of Authority,Premises entered and/or searched,83,PD suspected C/V of violation/crime - street,False
116,10042,15,33550,White,M,34,White,Male,27,Abuse of Authority,Frisk,83,PD suspected C/V of violation/crime - street,False
117,10043,4863,32450,White,M,32,Hispanic,Male,29,Abuse of Authority,Refusal to provide name/shield number,79,PD suspected C/V of violation/crime - street,True
118,10043,4863,25092,White,M,29,Black,Male,47,Abuse of Authority,Stop,79,PD suspected C/V of violation/crime - street,False
119,10043,4863,25508,White,M,29,Black,Male,20,Abuse of Authority,Vehicle stop,79,PD suspected C/V of violation/crime - auto,False
120,10043,4863,25508,White,M,29,Black,Male,,Abuse of Authority,Search (of person),79,PD suspected C/V of violation/crime - auto,False
121,10043,4863,32450,White,M,32,Hispanic,Male,29,Abuse of Authority,Vehicle stop,79,PD suspected C/V of violation/crime - street,True
122,10064,15054,37250,White,M,24,Black,Male,46,Abuse of Authority,Vehicle search,79,Other violation of VTL,True
123,10064,15054,37250,White,M,24,Black,Male,46,Abuse of Authority,Vehicle stop,79,Other violation of VTL,True
124,10064,15054,37250,White,M,24,Black,Male,46,Abuse of Authority,Frisk,79,Other violation of VTL,True
125,10064,15054,38107,White,M,25,Black,Male,37,Abuse of Authority,Vehicle search,79,Other violation of VTL,False
126,10064,15054,38107,White,M,25,Black,Male,37,Abuse of Authority,Frisk,79,Other violation of VTL,False
127,10064,15054,38107,White,M,25,Black,Male,37,Abuse of Authority,Refusal to provide name/shield number,79,Other violation of VTL,True
128,10064,15054,38584,White,M,25,Black,Male,49,Abuse of Authority,Vehicle stop,79,PD suspected C/V of violation/crime - auto,False
129,10064,15054,38584,White,M,25,Black,Male,49,Abuse of Authority,Search (of person),79,PD suspected C/V of violation/crime - auto,False
130,10064,15054,38584,White,M,25,Black,Male,49,Abuse of Authority,Vehicle search,79,PD suspected C/V of violation/crime - auto,True
131,10064,15054,38584,White,M,25,Black,Male,49,Abuse of Authority,Frisk,79,PD suspected C/V of violation/crime - auto,True
132,10064,15054,41834,White,M,25,Hispanic,Male,36,Abuse of Authority,Stop,90,PD suspected C/V of violation/crime - street,False
133,10064,15054,41834,White,M,25,Hispanic,Male,36,Discourtesy,Word,90,PD suspected C/V of violation/crime - street,False
134,10064,15054,42049,White,M,26,Black,Male,34,Abuse of Authority,Question,79,Other violation of VTL,False
135,10064,15054,42049,White,M,26,Black,Male,34,Abuse of Authority,Frisk,79,Other violation of VTL,False
136,10064,15054,42049,White,M,26,Black,Male,34,Abuse of Authority,Failure to provide RTKA card,79,Other violation of VTL,True
137,10064,15054,42049,White,M,26,Black,Male,34,Abuse of Authority,Vehicle search,79,Other violation of VTL,False
138,10064,15054,42908,White,M,26,Black,Male,47,Abuse of Authority,Frisk,79,PD suspected C/V of violation/crime - auto,False
139,10064,15054,42908,White,M,26,Black,Male,42,Abuse of Authority,Vehicle search,79,PD suspected C/V of violation/crime - auto,False
140,10064,15054,42908,White,M,26,Black,Male,47,Abuse of Authority,Vehicle search,79,PD suspected C/V of violation/crime - auto,False
141,10068,5198,16904,Black,M,26,Other Race,Female,67,Abuse of Authority,Question,46,Other,True
142,10068,5198,29871,Black,M,31,Hispanic,Male,27,Discourtesy,Word,9,Other,False
143,10068,5198,16904,Black,M,26,Other Race,Female,67,Abuse of Authority,Seizure of property,46,Other,True
144,10068,5198,16904,Black,M,26,,,,Abuse of Authority,Premises entered and/or searched,46,Other,True
145,10068,5198,29814,Black,M,31,Hispanic,Male,33,Abuse of Authority,Refusal to provide name/shield number,9,Moving violation,False
146,10071,30205,33557,White,M,36,Black,Female,25,Force,Chokehold,79,PD suspected C/V of violation/crime - street,False
147,10071,30205,33557,White,M,36,Black,Female,25,Offensive Language,Gender,79,PD suspected C/V of violation/crime - street,False
148,10071,30205,33557,White,M,36,Black,Female,25,Offensive Language,Sexual orientation,79,PD suspected C/V of violation/crime - street,False
149,10071,30205,33557,White,M,36,Black,Female,25,Force,Physical force,79,PD suspected C/V of violation/crime - street,False
150,10071,30205,33557,White,M,36,Black,Female,25,Force,Other,79,PD suspected C/V of violation/crime - street,False
151,10071,30205,33557,White,M,36,Black,Female,25,Offensive Language,Race,79,PD suspected C/V of violation/crime - street,False
152,10071,30205,39875,White,M,38,Black,Male,53,Discourtesy,Word,79,Report-possession/sale of narcotics,False
153,10071,30205,39946,White,M,38,Black,Male,28,Force,Nightstick as club (incl asp & baton),79,Report-possession/sale of narcotics,False
154,10071,30205,39946,White,M,38,Black,Male,28,Abuse of Authority,Refusal to obtain medical treatment,79,Report-possession/sale of narcotics,True
155,10071,30205,39946,White,M,38,Black,Male,28,Abuse of Authority,Refusal to obtain medical treatment,79,Report-possession/sale of narcotics,True
156,10072,1169,41144,Hispanic,M,25,Black,Male,50,Abuse of Authority,Stop,79,PD suspected C/V of violation/crime - street,False
157,10072,1169,41144,Hispanic,M,25,Black,Male,50,Abuse of Authority,Refusal to provide name,79,PD suspected C/V of violation/crime - street,False
158,10072,1169,41144,Hispanic,M,25,Black,Male,50,Abuse of Authority,Failure to provide RTKA card,79,PD suspected C/V of violation/crime - street,True
159,10073,9085,17338,Hispanic,M,24,Black,Male,49,Abuse of Authority,Retaliatory arrest,28,PD suspected C/V of violation/crime - street,True
160,10073,9085,36797,Hispanic,M,32,Black,Transman (FTM),44,Discourtesy,Word,28,PD suspected C/V of violation/crime - bldg,False
161,10073,9085,36797,Hispanic,M,32,Black,Transman (FTM),44,Force,Handcuffs too tight,28,PD suspected C/V of violation/crime - bldg,False
162,10085,7323,5938,White,M,28,Other Race,Female,58,Abuse of Authority,Threat of arrest,79,Report-noise/disturbance,False
163,10085,7323,7409,White,M,29,Hispanic,Male,30,Abuse of Authority,Threat of arrest,79,Moving violation,False
164,10085,7323,7409,White,M,29,Hispanic,Male,30,Abuse of Authority,Seizure of property,79,Moving violation,False
165,10085,7323,7409,White,M,29,Hispanic,Male,30,Discourtesy,Word,79,Moving violation,False
166,10085,7323,7409,White,M,29,Hispanic,Male,30,Force,Gun Pointed,79,Moving violation,False
167,10085,7323,7520,White,M,29,,Male,40,Force,Pepper spray,79,Report-dispute,False
168,10085,7323,8481,White,M,30,Black,Female,29,Abuse of Authority,Vehicle stop,79,Moving violation,False
169,10085,7323,8492,White,M,30,,,,Abuse of Authority,Threat of arrest,79,Other violation of VTL,False
170,10085,7323,9624,White,M,31,Black,Male,26,Force,Gun Pointed,79,PD suspected C/V of violation/crime - auto,False
171,10085,7323,9624,White,M,31,Black,Male,26,Abuse of Authority,Vehicle stop,79,PD suspected C/V of violation/crime - auto,False
172,10085,7323,9624,White,M,31,Black,Male,26,Abuse of Authority,Refusal to provide name/shield number,79,PD suspected C/V of violation/crime - auto,False
173,10085,7323,9624,White,M,31,Black,Male,26,Abuse of Authority,Retaliatory arrest,79,PD suspected C/V of violation/crime - auto,True
174,10085,7323,23263,White,M,36,Black,Female,20,Force,Physical force,79,PD suspected C/V of violation/crime - street,False
175,10085,7323,23263,White,M,36,,,,Abuse of Authority,Threat to notify ACS,79,PD suspected C/V of violation/crime - street,False
176,10085,7323,23263,White,M,36,Black,Female,20,Offensive Language,Race,79,PD suspected C/V of violation/crime - street,False
177,10085,7323,23263,White,M,36,Black,Female,20,Discourtesy,Word,79,PD suspected C/V of violation/crime - street,True
178,10085,7323,31665,White,M,40,Black,Female,36,Abuse of Authority,Refusal to provide name/shield number,79,Moving violation,True
179,10085,7323,33338,White,M,41,Hispanic,Male,,Discourtesy,Word,79,C/V intervened on behalf of/observed encounter w/3rd party,True
180,10085,7323,33338,White,M,41,White,Male,24,Abuse of Authority,Refusal to provide name/shield number,79,C/V intervened on behalf of/observed encounter w/3rd party,True
181,10085,7323,38384,White,M,43,Black,Male,55,Abuse of Authority,Other,79,Traffic accident,False
182,10085,7323,38384,White,M,43,Black,Male,55,Discourtesy,Word,79,Traffic accident,False
183,10085,7323,38384,White,M,43,Black,Male,55,Abuse of Authority,Threat of arrest,79,Traffic accident,False
184,10101,12075,11723,White,M,27,Black,Male,18,Force,Physical force,120,PD suspected C/V of violation/crime - street,False
185,10101,12075,40762,White,M,39,,,,Discourtesy,Word,79,Traffic accident,True
186,10101,12075,11723,White,M,27,Black,Male,16,Abuse of Authority,Question and/or stop,120,PD suspected C/V of violation/crime - street,False
187,10101,12075,11723,White,M,27,Black,Male,18,Abuse of Authority,Search (of person),120,PD suspected C/V of violation/crime - street,False
188,10101,12075,33134,White,M,36,Black,Male,21,Force,Other blunt instrument as a club,79,PD suspected C/V of violation/crime - street,True
189,10101,12075,33134,White,M,36,Black,Male,21,Abuse of Authority,Stop,79,PD suspected C/V of violation/crime - street,False
190,10101,12075,33134,White,M,36,Black,Male,21,Abuse of Authority,Threat of force (verbal or physical),79,PD suspected C/V of violation/crime - street,True
191,10101,12075,33134,White,M,36,Black,Male,21,Force,Physical force,79,PD suspected C/V of violation/crime - street,True
192,10101,12075,33134,White,M,36,Black,Male,21,Force,Chokehold,79,PD suspected C/V of violation/crime - street,True
193,10101,12075,33134,White,M,36,Black,Male,21,Force,Physical force,79,PD suspected C/V of violation/crime - street,True
194,10101,12075,33134,White,M,36,Black,Male,21,Discourtesy,Word,79,PD suspected C/V of violation/crime - street,False
195,10101,12075,33134,White,M,36,Black,Male,21,Abuse of Authority,Refusal to obtain medical treatment,79,PD suspected C/V of violation/crime - street,False
196,10101,12075,33134,White,M,36,Black,Male,21,Offensive Language,Gender,79,PD suspected C/V of violation/crime - street,False
197,10101,12075,33134,White,M,36,Black,Male,21,Force,Other,79,PD suspected C/V of violation/crime - street,True
198,10101,12075,33608,White,M,36,Black,Male,35,Abuse of Authority,Question,79,Moving violation,True
199,10101,12075,33608,White,M,36,Black,Male,35,Abuse of Authority,Vehicle stop,79,Moving violation,False
200,10101,12075,39655,White,M,39,Black,Male,21,Abuse of Authority,Search (of person),79,Other violation of VTL,False
201,10101,12075,39655,White,M,39,Hispanic,Male,21,Abuse of Authority,Vehicle search,79,Other violation of VTL,False
202,10101,12075,39655,White,M,39,Hispanic,Male,21,Abuse of Authority,Search (of person),79,Other violation of VTL,False
203,10101,12075,39655,White,M,39,Hispanic,Male,26,Abuse of Authority,Search (of person),79,Other violation of VTL,False
204,10101,12075,39655,White,M,39,Hispanic,Male,21,Abuse of Authority,Vehicle stop,79,Other violation of VTL,False
205,10101,12075,39655,White,M,39,Black,Male,,Abuse of Authority,Search (of person),79,Other violation of VTL,False
206,10101,12075,40762,White,M,39,Black,Female,47,Abuse of Authority,Vehicle search,79,Traffic accident,False
207,10120,8528,6610,Black,M,35,Black,Female,38,Abuse of Authority,Other,79,Other,True
208,10120,8528,16050,Black,M,40,Black,Male,41,Abuse of Authority,Refusal to provide name/shield number,79,Report-domestic dispute,False
209,10120,8528,16050,Black,M,40,Black,Male,41,Abuse of Authority,Threat of arrest,79,Report-domestic dispute,False
210,10120,8528,18801,Black,M,41,Hispanic,Male,44,Force,Physical force,79,Aided case,False
211,10120,8528,25612,Black,M,44,,,,Discourtesy,Word,79,PD suspected C/V of violation/crime - street,False
212,10120,8528,27608,Black,M,44,Hispanic,Male,53,Force,Other,79,EDP aided case,False
213,10120,8528,33623,Black,M,47,,,,Abuse of Authority,Premises entered and/or searched,79,PD suspected C/V of violation/crime - bldg,True
214,10134,,24367,White,M,24,Hispanic,Male,32,Force,Physical force,1,PD suspected C/V of violation/crime - street,False
215,10134,,24367,White,M,24,Hispanic,Male,32,Force,Pepper spray,1,PD suspected C/V of violation/crime - street,False
216,10134,,26826,White,M,25,Black,Male,52,Offensive Language,Race,1,Other,False
217,10134,,26826,White,M,25,Black,Male,52,Discourtesy,Word,1,Other,False
218,10134,,32585,White,M,28,Black,Male,44,Force,Physical force,1,PD suspected C/V of violation/crime - street,True
219,10137,17225,21402,White,M,26,Hispanic,Male,21,Abuse of Authority,Stop,68,PD suspected C/V of violation/crime - street,False
220,10137,17225,21402,White,M,26,Hispanic,Male,21,Discourtesy,Word,68,PD suspected C/V of violation/crime - street,False
221,10137,17225,12732,White,M,22,Hispanic,Male,24,Force,Pepper spray,70,PD suspected C/V of violation/crime - street,False
222,10137,17225,19822,White,M,25,,Male,21,Abuse of Authority,Stop,72,,False
223,10137,17225,19822,White,M,25,,Male,21,Abuse of Authority,Threat of force (verbal or physical),72,,False
224,10137,17225,21402,White,M,26,Hispanic,Male,21,Abuse of Authority,Threat of force (verbal or physical),68,PD suspected C/V of violation/crime - street,False
225,10137,17225,21402,White,M,26,Hispanic,Male,21,Abuse of Authority,Strip-searched,68,PD suspected C/V of violation/crime - street,False
226,10137,17225,21402,White,M,26,Hispanic,Male,21,Abuse of Authority,Search (of person),68,PD suspected C/V of violation/crime - street,False
227,10137,17225,25199,White,M,28,Hispanic,Male,22,Abuse of Authority,Stop,72,PD suspected C/V of violation/crime - street,True
228,10137,17225,31005,White,M,30,Asian,Male,41,Discourtesy,Word,122,PD suspected C/V of violation/crime - street,False
229,10137,17225,31729,White,M,30,White,Male,49,Abuse of Authority,Vehicle search,122,PD suspected C/V of violation/crime - street,False
230,10137,17225,33951,White,M,31,Hispanic,Male,35,Force,Physical force,120,PD suspected C/V of violation/crime - street,False
231,10137,17225,33951,White,M,31,Hispanic,Male,35,Discourtesy,Word,120,PD suspected C/V of violation/crime - street,False
232,10139,2410,31407,Hispanic,M,39,Black,Male,23,Force,Physical force,113,PD suspected C/V of violation/crime - street,False
233,10139,2410,36453,Hispanic,M,41,Black,Female,51,Abuse of Authority,Vehicle stop,101,PD suspected C/V of violation/crime - auto,False
234,10139,2410,36453,Hispanic,M,41,Black,Female,51,Abuse of Authority,Threat of arrest,101,PD suspected C/V of violation/crime - auto,False
235,10139,2410,36453,Hispanic,M,41,Black,Female,51,Abuse of Authority,Question,101,PD suspected C/V of violation/crime - auto,True
236,10139,2410,37113,Hispanic,M,41,Hispanic,Male,16,Force,Physical force,101,PD suspected C/V of violation/crime - street,False
237,10152,10350,42769,Asian,M,40,Black,Male,30,Abuse of Authority,Threat of arrest,79,Moving violation,False
238,10152,10350,42769,Asian,M,40,Black,Male,30,Abuse of Authority,Seizure of property,79,Moving violation,True
239,10154,4271,39538,Hispanic,F,25,,Male,50,Abuse of Authority,Property damaged,79,PD suspected C/V of violation/crime - street,False
240,10154,4271,39538,Hispanic,F,25,,Male,50,Abuse of Authority,Refusal to provide shield number,79,PD suspected C/V of violation/crime - street,True
241,10154,4271,39538,Hispanic,F,25,,Male,50,Abuse of Authority,Refusal to provide name,79,PD suspected C/V of violation/crime - street,True
242,10154,4271,39538,Hispanic,F,25,,Male,50,Discourtesy,Action,79,PD suspected C/V of violation/crime - street,True
243,10154,4271,39538,Hispanic,F,25,,Male,50,Abuse of Authority,Interference with recording,79,PD suspected C/V of violation/crime - street,True
